id,title,category1,category2,url,image_url,created_at,updated_at
1,"구현호?! 구현호가 누군데?! [힘콩,리코구씨]",musle,,/watch?v=DDprZ1wWD6I,https://i.ytimg.com/vi/DDprZ1wWD6I/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC0C3e03d5hCQvIbqQwDPs5jTXjBg,2017-07-09 05:20:08.998033,2017-07-09 06:39:27.908347
2,"자칼 페럴렛바 운동 모음 영상! [이토끼,쩌리짱]",body,,/watch?v=1NIF03b55z8,https://i.ytimg.com/vi/1NIF03b55z8/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDjAdGRYfs_GiOX3x5IgM87Hhh_PQ,2017-07-09 05:20:09.001043,2017-07-09 06:38:28.444062
3,[재미어트 TV] 힘콩 식단 노하우 먹방 [힘콩],body,,/watch?v=y9wQYcJbbz4,https://i.ytimg.com/vi/y9wQYcJbbz4/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDwwJcHG9TmDuYAS_EiXXBFRZIfuw,2017-07-09 05:20:09.003712,2017-07-09 06:38:29.246356
4,[재미어트 TV] 어깨 자극느끼기 개꿀팁 [힘콩],body,,/watch?v=mFhS8i1aljM,https://i.ytimg.com/vi/mFhS8i1aljM/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDWshAZ8BDV9BJD4f55hViG9eNPCA,2017-07-09 05:20:09.006383,2017-07-09 06:38:29.839374
5,[힘콩의 명품홈짐] 어깨운동 편,musle,,/watch?v=8wzRj52dTcU,https://i.ytimg.com/vi/8wzRj52dTcU/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCoMHWjJiyGbwny9Yv_iaic0BCZCQ,2017-07-09 05:20:09.008933,2017-07-09 06:40:21.308080
6,몸짱 트레이너 유석종의 파란만장 창업스토리! / YTN 사이언스,body,,/watch?v=LkPjj1F_pRo,https://i.ytimg.com/vi/LkPjj1F_pRo/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAzJFPx68Pjp20cenYVw4dwzjFptg,2017-07-09 05:20:09.011675,2017-07-09 06:38:31.658627
21,재미어트 신제품 출시 힘콩 푸쉬업바 궁금하지?! 일단 한번 보세요(웃음보장),body,,/watch?v=ONVl8Bs95Uc,https://i.ytimg.com/vi/ONVl8Bs95Uc/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD82bE-Ynh70n1Y5ZC0ZaLHmmUFWA,2017-07-09 05:21:10.113399,2017-07-09 06:38:34.176606
22,[등운동] 힘콩 4가지 등운동법,musle,,/watch?v=aBsBNTrW4ow,https://i.ytimg.com/vi/aBsBNTrW4ow/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDMdgX-wqO-J2Z-zbSoV85APTLJ-Q,2017-07-09 05:21:10.117106,2017-07-09 06:38:37.657117
23,뭐라고?!! 지하철을 탔는데.. [힘콩],body,,/watch?v=qOE_6ENxhq8,https://i.ytimg.com/vi/qOE_6ENxhq8/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAWW6kTmVHmIuivFLlFgzEmcxgvtw,2017-07-09 05:21:10.120458,2017-07-09 06:38:41.078471
24,홈트 끝판왕 치닝디핑기구 힘콩철봉에 대해 알려드립니다,body,,/watch?v=kfEC3oB91KQ,https://i.ytimg.com/vi/kfEC3oB91KQ/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCDIFi5t0f50AIhTjfboDfYYUxVug,2017-07-09 05:21:10.123164,2017-07-09 06:38:43.585567
25,"힘콩+구현호- 내가 몸짱이 될 닭 1 힘콩,리코구씨",body,,/watch?v=beSuj3I3e4g,https://i.ytimg.com/vi/beSuj3I3e4g/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAoRHt7Nu0RXKGcZ5tre7RqVofNQA,2017-07-09 05:21:10.126503,2017-07-09 06:38:45.655753
26,"힘콩+구현호- 내가 몸짱이 될 닭 2 힘콩,리코구씨",body,,/watch?v=SR_YIk_cszE,https://i.ytimg.com/vi/SR_YIk_cszE/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCibg1SxxKrlPXCuPvRHOqCR7RxVg,2017-07-09 05:21:10.129857,2017-07-09 06:38:50.421529
41,"가슴운동 루틴 순서 BEST5 (가슴근육 만들기 운동 종류, 벤치프레스 딥스 포함)",musle,,/watch?v=LbhJLS-Virg,https://i.ytimg.com/vi/LbhJLS-Virg/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCxVzK9ki7uIermkOe7JyRQ6WIN-A,2017-07-09 06:17:09.380618,2017-07-09 06:38:53.255328
42,[데스런] 가장 현실적인 최고의 가슴운동.,musle,,/watch?v=WeZi0HJr_g4,https://i.ytimg.com/vi/WeZi0HJr_g4/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAP7Skzz16dhRXq32TiRVFWMDQGgg,2017-07-09 06:17:09.384955,2017-07-09 06:38:55.418059
43,터질듯한 각진 가슴근육 만들기 (가슴운동의 진실),musle,,/watch?v=Fzj1hQlDhoY,https://i.ytimg.com/vi/Fzj1hQlDhoY/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAdGKQ0-1BaoZ7jTHiLGLJ0iFiPtw,2017-07-09 06:17:09.387944,2017-07-09 06:38:58.807676
44,이상대 1분 니트운동 - 집에서 할수있는 가슴운동3 가지,musle,,/watch?v=9p0-82GtO1E,https://i.ytimg.com/vi/9p0-82GtO1E/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBhzqHOfV3R5zqL9U5ZpprOddPpJA,2017-07-09 06:17:09.391174,2017-07-09 06:40:44.777128
45,"[개근질닷컴] MR. OLYMPIA, IFBB Pro 보디빌더 김준호 가슴 운동 / MR. OLYMPIA, IFBB Pro KIM JUN HO Chest Workout",musle,,/watch?v=_qa_vIyyb_Q,https://i.ytimg.com/vi/_qa_vIyyb_Q/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA7FYDRLOkKPjgSBuYHXugQThUxaw,2017-07-09 06:17:09.393939,2017-07-09 06:40:45.057381
61,가슴운동 -  집에서 가슴 근육 만들기 ( 영어 버전 ),musle,,/watch?v=BSeAihI6Bq4,https://i.ytimg.com/vi/BSeAihI6Bq4/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCsvnMfy750xEqluHQNUMIakeZInw,2017-07-09 06:19:28.808685,2017-07-09 06:40:45.387389
62,운동을 전혀 알지 못하는 사람! 가슴운동 1도 모르지? 이것만 따라해! [힘콩],musle,,/watch?v=4xFxcdfavcI,https://i.ytimg.com/vi/4xFxcdfavcI/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCIjyMGMXKhf7kkNhahHmUtogbnXg,2017-07-09 06:19:28.812411,2017-07-09 06:40:45.729633
63,팀비식스 보디빌더 오성민선수의 20160816 가슴운동루틴,musle,,/watch?v=IdjN15lo8jA,https://i.ytimg.com/vi/IdjN15lo8jA/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCD84xsfjnqd7Bz_xKbScduqGGPjg,2017-07-09 06:19:28.815242,2017-07-09 06:40:46.191311
64,[데스런] 가슴운동 | 덤벨 프레스(Dumbell Press): 가슴근육에 볼륨 넣기.,musle,,/watch?v=tdjonGTo3uY,https://i.ytimg.com/vi/tdjonGTo3uY/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAqrTclRWqobECDgI83rcQtnTwFLg,2017-07-09 06:19:28.817718,2017-07-09 06:40:46.656276
65,겨드랑이 살 빼는 운동 l 여자 가슴운동 ㅣ 인클라인 푸셥,musle,,/watch?v=xob9A4vvFfE,https://i.ytimg.com/vi/xob9A4vvFfE/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCQw7MbZkyOEraLhxBQnW7GPGT_Eg,2017-07-09 06:19:28.820232,2017-07-09 06:40:47.127978
66,맨몸운동 딥스 완전분석! 팔운동/가슴운동 상체각도 변화,musle,,/watch?v=br3E4Wc3nPo,https://i.ytimg.com/vi/br3E4Wc3nPo/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD_1RJ5HS8pxQzCiZH8hdeCmXGO2w,2017-07-09 06:19:28.823947,2017-07-09 06:40:47.432019
81,복근운동 하루10분 2주만에 단기간 복근 만들기! 복근 빨리 만드는 운동 BEST5! [땅끄의 땅땅한 세상],musle,,/watch?v=L9433hhTlkQ,https://i.ytimg.com/vi/L9433hhTlkQ/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDOh6bv8H9TZLy6Q3XeYyodXobCaA,2017-07-09 06:20:08.458634,2017-07-09 06:40:47.918479
82,XHIT 레베카의 11자 복근운동 (7분),musle,,/watch?v=llwXGZlgdU0,https://i.ytimg.com/vi/llwXGZlgdU0/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCipO1faL21isf38tI7cDfuD1-6xg,2017-07-09 06:20:08.462957,2017-07-09 06:40:48.415334
83,복근운동 초간단  5가지 쉬운 동작만으로 복근 빨리만드는 운동!,musle,,/watch?v=WJdNZr6UZdw,https://i.ytimg.com/vi/WJdNZr6UZdw/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLATrqewNkHjlqAppP2N1zPmZVqbFw,2017-07-09 06:20:08.466520,2017-07-09 06:40:48.727336
84,복근운동하면 뱃살이 빠질까요?,musle,,/watch?v=Fm9ebz2wQFI,https://i.ytimg.com/vi/Fm9ebz2wQFI/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDfJ-8spYqsNEehzfYFUTaxgT7adQ,2017-07-09 06:20:08.469296,2017-07-09 06:40:49.062875
85,[Fitness] 완벽한 복근과 평평한 배 완성하기 8분 복근 운동 프로그램,musle,,/watch?v=W1r3NE5BUiA,https://i.ytimg.com/vi/W1r3NE5BUiA/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD1Mv6jm_VNHJP2xF9nWM7iWdWQKg,2017-07-09 06:20:08.472315,2017-07-09 06:40:49.367303
86,"남자 여자 뱃살 빼는 최고의 운동 BEST5 (누워서하는 복근운동, 복부비만 운동)",musle,,/watch?v=oVXQzsGGhaw,https://i.ytimg.com/vi/oVXQzsGGhaw/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBSEb2h9KcU0Xruwu2Z7_T4qs7I1Q,2017-07-09 06:20:08.477252,2017-07-09 06:40:49.838163
101,"복근운동 종류&루틴 베스트5 (식스팩 11자복근 만들기, 외복사근 운동)",musle,,/watch?v=brXLMryCraY,https://i.ytimg.com/vi/brXLMryCraY/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDZKx8YgyN8gxFTkccbMHwCXTCBqw,2017-07-09 06:20:19.877684,2017-07-09 06:40:50.350253
102,8분 복근 운동,musle,,/watch?v=Yya4B3AJ5y8,https://i.ytimg.com/vi/Yya4B3AJ5y8/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLARgXWzNCUNrkKzdY7Tje1uD77_Iw,2017-07-09 06:20:19.880433,2017-07-09 06:40:50.662558
103,5분 플랭크운동 같이해요 ! [전신운동/복근운동/자세교정/척추교정/코어운동],musle,,/watch?v=iNdDN4GKtHk,https://i.ytimg.com/vi/iNdDN4GKtHk/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC7apXCbxaYk-e1sTsycqlXD1dvVQ,2017-07-09 06:20:19.883592,2017-07-09 06:40:50.998924
104,복근운동 하면 복근생겨요?,musle,,/watch?v=nSLEZUKLJsc,https://i.ytimg.com/vi/nSLEZUKLJsc/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA8xQwsPi7FEWTESVF0bjZdlc1egQ,2017-07-09 06:20:19.886085,2017-07-09 06:40:51.325366
105,골고루 복근운동 TOP3 (with 국가대표 강성원) | 쉐어하우스,musle,,/watch?v=xy9BoPidTyo,https://i.ytimg.com/vi/xy9BoPidTyo/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBhmDRPjKFireofTowpx_bSHvLBnA,2017-07-09 06:20:19.888815,2017-07-09 06:40:51.810361
106,IFBB 프로 보디빌더 김준호선수님의 복근운동루틴!!,musle,,/watch?v=xD1pOMVf-e4,https://i.ytimg.com/vi/xD1pOMVf-e4/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBzDgbvee5bp516-WRDAdMIsKdvvw,2017-07-09 06:20:19.892368,2017-07-09 06:40:52.270492
121,이상대 - 크고 두꺼운 팔 만들기 !,musle,,/watch?v=7GDPs7XYUig,https://i.ytimg.com/vi/7GDPs7XYUig/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDi8MBDqfzQX25pSEIYzdEvz-TwXA,2017-07-09 06:21:34.780449,2017-07-09 06:40:52.589467
122,터질것 같은 팔뚝 만드는 방법 (꽉끼는 반팔핏 만들기),musle,,/watch?v=S7GHn1hCrdM,https://i.ytimg.com/vi/S7GHn1hCrdM/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAKiFUbqPbeFHwWGJT93w3oUyR3CA,2017-07-09 06:21:34.785805,2017-07-09 06:40:52.908741
123,"이두운동 순서 루틴 BEST5 (이두근 키우기, 팔운동 팔근육 만들기)",musle,,/watch?v=LRLaN1fWP2M,https://i.ytimg.com/vi/LRLaN1fWP2M/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCPCy2mjgGeZ2ruSXR-MYqEbNHGVw,2017-07-09 06:21:34.788345,2017-07-09 06:40:53.276132
124,팀보노 박찬웅 20160726 팔운동(남자는 팔이지!),musle,,/watch?v=3FiqXjQCVKo,https://i.ytimg.com/vi/3FiqXjQCVKo/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAZ5BnZWZzPdSET8EYNG13W9Rzr3w,2017-07-09 06:21:34.791913,2017-07-09 06:40:53.757884
125,"팔운동 국민루틴, 기본루틴 Arm Work out (Biceps,Triceps)",musle,,/watch?v=xnGR96sfotw,https://i.ytimg.com/vi/xnGR96sfotw/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD9vq2ZTyG_ZBCgOjfWJJmv8BpyUw,2017-07-09 06:21:34.795149,2017-07-09 06:40:54.093015
126,"팔운동, 남자 팔운동법 by헬스티비 팀윤짐 김영준, 신태호, 정상현 62회",musle,,/watch?v=VQ4Izi5RHVI,https://i.ytimg.com/vi/VQ4Izi5RHVI/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBmZ4oNcx2qcgXbNonLgB2UBA-jIA,2017-07-09 06:21:34.798419,2017-07-09 06:40:54.420913
141,집에서 모든부위 운동이 가능하다고?,musle,,/watch?v=N8BwCHuXQFY,https://i.ytimg.com/vi/N8BwCHuXQFY/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBvIqqbQfdH_lrPOhC2czMVe4fVjw,2017-07-09 06:21:52.918372,2017-07-09 06:40:54.748678
142,이상대 생활속다이어트 - 남자 팔 크게 만들기 ^^ 고고,musle,,/watch?v=5XtCfklXZBs,https://i.ytimg.com/vi/5XtCfklXZBs/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCUH43SmorkhIfWaFY0Vpy7rPmP6A,2017-07-09 06:21:52.922195,2017-07-09 06:40:55.092360
143,남자 홈트레이닝 전신 맨몸운동 루틴 BEST6 (집에서 하는 근력운동),musle,,/watch?v=ql6tdEjG9j8,https://i.ytimg.com/vi/ql6tdEjG9j8/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDEYcB-RW2qc2Y9hl6uHyurt6eA7Q,2017-07-09 06:21:52.925919,2017-07-09 06:40:55.428483
144,[운동자극]라자르 안젤로프 운동영상#팔 집중,musle,,/watch?v=gWiTXi_q07k,https://i.ytimg.com/vi/gWiTXi_q07k/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDNuzgOzldJ4YzVAAGX8Yk93VfpIA,2017-07-09 06:21:52.928775,2017-07-09 06:40:55.920999
145,상남자 팔운동!!! 빈디젤 팔근육 만들기!! 건강한친구들 매일 운동플랜,musle,,/watch?v=Mu-MZAZPrRQ,https://i.ytimg.com/vi/Mu-MZAZPrRQ/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC1s9kwwIj6Hj0-Ol3QjNGVS0IiLg,2017-07-09 06:21:52.931730,2017-07-09 06:40:57.456423
146,맨몸운동 딥스 완전분석! 팔운동/가슴운동 상체각도 변화,musle,,/watch?v=br3E4Wc3nPo,https://i.ytimg.com/vi/br3E4Wc3nPo/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD_1RJ5HS8pxQzCiZH8hdeCmXGO2w,2017-07-09 06:21:52.934887,2017-07-09 06:40:57.625415
160,하루7분 집에서 어깨깡패 되자! 어깨 넓어지는 운동 (남자 홈트레이닝 어깨운동),musle,,/watch?v=kCwE7GVZuds,https://i.ytimg.com/vi/kCwE7GVZuds/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAzBIwVpGsrV-oqVV8gRqdMMsHElA,2017-07-09 06:24:48.366756,2017-07-09 06:40:57.976912
161,[운동자극]제프세이드 Jeff Seid 운동 영상#상체의 기본은 등!! 어깨 넓어지자,musle,,/watch?v=6VUaQH7lcGs,https://i.ytimg.com/vi/6VUaQH7lcGs/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBsRmFMJjGi_jhEzZ3epRcoYWwVHg,2017-07-09 06:24:48.371132,2017-07-09 06:40:58.352199
162,박찬웅코치의 마른남자 살찌우는 등운동루틴(영상에 설명),musle,,/watch?v=ghZRRAH4oi8,https://i.ytimg.com/vi/ghZRRAH4oi8/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC32ElFb8CW_vE5KhZ8bzzToUCOwA,2017-07-09 06:24:48.374708,2017-07-09 06:40:58.768333
163,"적도의 남자 엄태웅 등운동,등근육 만들기.anytube chin pull up power tower workout",musle,,/watch?v=fBovGto_Mco,https://i.ytimg.com/vi/fBovGto_Mco/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLB2AZY17edmiwpzaxguObOIu3KKnQ,2017-07-09 06:24:48.377812,2017-07-09 06:40:59.159976
164,키다리형 몸만들기/ 벌크업 일지 169(남자는 등운동)/IIFYM Full day of eating on bulking Day169,musle,,/watch?v=jruxquyt4jI,https://i.ytimg.com/vi/jruxquyt4jI/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA41_y5LhQ0POz2RdiwPhMDISYq5Q,2017-07-09 06:24:48.381174,2017-07-09 06:40:59.528265
179,생활속다이어트 - 맨몸으로 허리강화운동 ^^,musle,,/watch?v=iM_OXVIL6zo,https://i.ytimg.com/vi/iM_OXVIL6zo/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLCeUMwTngArYUy60NhI6i9eA8rWPw,2017-07-09 06:25:45.741641,2017-07-09 06:41:00.318426
180,[강좌]트레이너진 - 남자의 생명! 허리강화운동.MP4,musle,,/watch?v=402z6e_qPTw,https://i.ytimg.com/vi/402z6e_qPTw/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBHusk6MTj_X_n2jQY2sw8qGQ8K8w,2017-07-09 06:25:45.747955,2017-07-09 06:41:00.767404
181,[Fitness] 강한 허리를 위한 근력운동 모음 - 근육요정 알프,musle,,/watch?v=p5yIw4lP1wc,https://i.ytimg.com/vi/p5yIw4lP1wc/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBxlTqbZzIcVftH8tqtkgamZVkqGg,2017-07-09 06:25:45.753078,2017-07-09 06:41:01.143817
182,허리근력 강화운동,musle,,/watch?v=akG7rGEmdRU,https://i.ytimg.com/vi/akG7rGEmdRU/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBjG5rhs_r5shbZpImnWF6UTJ2Tfw,2017-07-09 06:25:45.759143,2017-07-09 06:41:01.901934
183,남자의 생명! 허리 강화하는 간편한 스트레칭[waist stertching]  - 정주호의 06트레인 4회,musle,,/watch?v=9ZCm40HWe-E,https://i.ytimg.com/vi/9ZCm40HWe-E/hqdefault.jpg?sqp=-oaymwEXCPYBEIoBSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAwbaffIVqti3YxQXLKZ16nlFJOvA,2017-07-09 06:25:45.765200,2017-07-09 06:41:02.253627
